,popularity,vote_count,id_x,adult,original_language,title,vote_average,overview,MPAA,year,month,studio,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,avg_rating_imdb,num_votes_imdb,actors,directors,producers,editors,writers,primary_genre,secondary_genre,new_genre,worldwide_gross_z,domestic_gross_z
55,10.574,863,23759,False,en,centurion,6.2,"Britain, A.D. 117. Quintus Dias, the sole survivor of a Pictish raid on a Roman frontier fort, marches north with General Virilus' legendary Ninth Legion, under orders to wipe the Picts from the face of the Earth and destroy their leader, Gorlacon.",R,2010,02,Magn.,15.0,0.12,7.89,tt1020558,centurion,Centurion,2010,97.0,"Action,Adventure,Drama",6.4,74085,"Olga Kurylenko,Michael Fassbender,Dominic West,Andreas Wisniewski",Neil Marshall,"Robert Jones,Christian Colson",Chris Gill,,Action,Adventure,Action,-0.6825375427831961,-0.8102394232785384
57,27.859,6082,24021,False,en,the twilight saga: eclipse,6.1,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",PG-13,2010,06,Sum.,68.0,300.53,706.1,tt1325004,the twilight saga: eclipse,The Twilight Saga: Eclipse,2010,124.0,"Adventure,Drama,Fantasy",5.0,211733,"Kristen Stewart,Robert Pattinson,Xavier Samuel,Taylor Lautner",David Slade,"Wyck Godfrey,Karen Rosenfelt",,"Melissa Rosenberg,Stephenie Meyer",Adventure,Drama,Adventure,2.4075573370804775,2.899959725448688
59,14.461,1326,25195,False,en,leap year,6.8,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",PG,2010,01,Uni.,19.0,25.92,32.62,tt1216492,leap year,Leap Year,2010,100.0,"Comedy,Romance",6.5,86125,"Amy Adams,Matthew Goode,Adam Scott,John Lithgow",Anand Tucker,"Roger Birnbaum,Gary Barber,Chris Bender",,"Deborah Kaplan,Harry Elfont",Comedy,Romance,Comedy,-0.5730890296151969,-0.4915977734094847
61,13.157,1790,26388,False,en,buried,6.6,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,R,2010,09,LGF,1.99,1.04,21.27,tt1462758,buried,Buried,2010,95.0,"Drama,Mystery,Thriller",7.0,139426,"Ryan Reynolds,José Luis García Pérez,Robert Paterson,Stephen Tobolowsky",Rodrigo Cortés,"Peter Safran,Adrián Guerra",,Chris Sparling,Drama,Mystery,Drama,-0.6233211616191108,-0.7988770078568512
62,18.47,1291,26389,False,en,from paris with love,6.2,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",R,2010,02,LGF,52.0,24.08,53.14,tt1179034,from paris with love,From Paris with Love,2010,92.0,"Action,Crime,Thriller",6.5,107079,"Kasia Smutniak,Jonathan Rhys Meyers,John Travolta,Richard Durden",Pierre Morel,"Virginie Besson-Silla,India Osborne",,"Adi Hasak,Luc Besson",Action,Crime,Action,-0.48227287554292275,-0.514322604252859
63,8.348,137,27004,False,en,ca$h,5.8,"A stroke of good luck turns lethal for Sam Phelan and his wife Leslie when they are faced with a life-changing decision that brings strange and sinister Pyke Kubic to their doorstep. As Pyke leads Sam and Leslie on a tumultuous adventure through the streets of Chicago, each are pulled deeper and deeper into a desperate spiral of deception and violence – all in the name of money.",R,2010,01,,7.0,0.05,0.05,tt1106860,ca$h,Ca$h,2010,108.0,"Crime,Thriller",6.0,8605,"Chris Hemsworth,Sean Bean,Mike Starr,Victoria Profeta",Stephen Milburn Anderson,Naveen A. Chathapuram,Mark Conte,,Crime,Thriller,Crime,-0.7172353326431682,-0.8111039548867104
64,21.366,3534,27022,False,en,the sorcerer's apprentice,6.0,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",PG,2010,07,BV,160.0,63.15,217.99,tt0963966,the sorcerer's apprentice,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",6.1,143862,"Teresa Palmer,Alfred Molina,Nicolas Cage,Jay Baruchel",Jon Turteltaub,,,"Carlo Bernard,Doug Miro,Lawrence Konner,Mark Rosenthal,Matt Lopez",Action,Adventure,Action,0.24731011660202878,-0.03179046237751291
65,65.106,26369,27205,False,en,inception,8.3,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",PG-13,2010,07,WB,160.0,292.58,835.52,tt1375666,inception,Inception,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066,"Ken Watanabe,Leonardo DiCaprio,Ellen Page,Joseph Gordon-Levitt",Christopher Nolan,Emma Thomas,Lee Smith,,Action,Adventure,Action,2.9803364140801722,2.8017736356634564
66,7.947,189,27569,False,en,extraordinary measures,6.3,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children are diagnosed with Pompe disease—a condition that prevents the body from breaking down sugar. With the support of his wife, John ditches his career and teams with unconventional specialist, Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of his children. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",PG,2010,01,CBS,31.0,12.48,15.83,tt1244659,extraordinary measures,Extraordinary Measures,2010,106.0,Drama,6.5,15673,"Keri Russell,Meredith Droeger,Brendan Fraser,Harrison Ford",Tom Vaughan,"Michael Shamberg,Stacey Sher,Carla Santos Shamberg",,"Robert Nelson Jacobs,Geeta Anand",Drama,,Drama,-0.647397179072969,-0.6575878421784801
67,16.652,1981,27573,False,en,the bounty hunter,5.8,"Milo Boyd is a bounty hunter whose latest gig is rather satisfying, as he finds out that the bail-skipper he must chase down is his own ex-wife, Nicole -- but she has no intention of getting nabbed without a fight. Complicating matters, Nicole's wannabe-boyfriend, Stewart, joins the chase.",PG-13,2010,03,Sony,45.0,67.06,135.81,tt1038919,the bounty hunter,The Bounty Hunter,2010,110.0,"Action,Comedy,Romance",5.6,112444,"Jennifer Aniston,Gerard Butler,Gio Perez,Joel Marsh Garland",Andy Tennant,Neal H. Moritz,Troy Takaki,Sarah Thorp,Action,Comedy,Action,-0.11639707353732287,0.01649980316465769
69,21.516,3813,27576,False,en,salt,6.3,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",PG-13,2010,07,Sony,130.0,118.31,290.65,tt0944835,salt,Salt,2010,100.0,"Action,Mystery,Thriller",6.4,277204,"Chiwetel Ejiofor,Liev Schreiber,Daniel Olbrychski,Angelina Jolie",Phillip Noyce,"Lorenzo di Bonaventura,Sunil Perkash",,Kurt Wimmer,Action,Mystery,Action,0.5688842761971283,0.649460444861906
70,26.66,5430,27578,False,en,the expendables,6.1,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",R,2010,08,LGF,82.0,103.07,268.27,tt1320253,the expendables,The Expendables,2010,103.0,"Action,Adventure,Thriller",6.5,307897,"Dolph Lundgren,Jason Statham,Sylvester Stallone,Jet Li",,"Avi Lerner,John Thompson,Kevin King Templeton",,Dave Callaham,Action,Adventure,Action,0.4698362485101158,0.4612395633113485
71,9.942,847,27579,False,en,the american,5.9,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",R,2010,08,Focus,20.0,35.61,67.95,tt1440728,the american,The American,2010,105.0,"Crime,Drama,Thriller",6.3,86863,"George Clooney,Paolo Bonacelli,Violante Placido,Irina Björklund",Anton Corbijn,"Grant Heslov,Anne Carey,Jill Green",,"Rowan Joffe,Martin Booth",Crime,Drama,Crime,-0.41672768832019463,-0.37192189793540986
72,17.874,2707,27581,False,en,the other guys,6.2,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",PG-13,2010,08,Sony,100.0,119.22,170.94,tt1386588,the other guys,The Other Guys,2010,107.0,"Action,Comedy,Crime",6.7,221664,"Eva Mendes,Will Ferrell,Mark Wahlberg,Derek Jeter",Adam McKay,"Jimmy Miller,Patrick Crowley",,Chris Henchy,Action,Comedy,Action,0.039079120057169965,0.66069935576814
73,20.486,2066,27582,False,en,the mechanic,6.4,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",R,2011,01,CBS,42.5,29.12,76.35,tt0472399,the mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254,"Tony Goldwyn,Jason Statham,Donald Sutherland,Ben Foster",Simon West,"René Besson,David Winkler,William Chartoff",,"Richard Wenk,Lewis John Carlino",Action,Crime,Action,-0.37955148489879587,-0.4520763284644857
76,12.002,357,27585,False,en,rabbit hole,6.7,Life for a happy couple is turned upside down after their young son dies in an accident.,PG-13,2010,12,LGF,5.0,2.23,6.21,tt0935075,rabbit hole,Rabbit Hole,2010,91.0,Drama,7.0,45357,"Nicole Kidman,Dianne Wiest,Aaron Eckhart,Miles Teller",John Cameron Mitchell,"Gigi Pritzker,Dean Vanech,Leslie Urdang,Per Saari",,David Lindsay-Abaire,Drama,,Drama,-0.6899727834674758,-0.7841799705179299
77,15.008,529,27586,False,en,the runaways,6.3,"Joan Jett and Cherie Currie, two rebellious teenagers from Southern California, become the frontwomen for the Runaways -- the now-legendary group that paved the way for future generations of female rockers. Under the Svengali-like influence of impresario Kim Fowley, the band becomes a huge success.",,2010,03,App.,9.5,3.57,5.28,tt1017451,the runaways,The Runaways,2010,106.0,"Biography,Drama,Music",6.6,43792,"Dakota Fanning,Michael Shannon,Kristen Stewart,Stella Maeve",Floria Sigismondi,"Art Linson,John Linson,Bill Pohlad",,Cherie Currie,Biography,Drama,Biography,-0.694088720274845,-0.7676303654472115
78,16.512,1248,29427,False,en,the crazies,6.2,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,R,2010,02,Over.,19.0,39.12,56.45,tt0455407,the crazies,The Crazies,2010,101.0,"Horror,Thriller",6.5,104465,"Joe Anderson,Danielle Panabaker,Radha Mitchell,Timothy Olyphant",Breck Eisner,"Rob Cowan,Michael Aguilar",,"George A. Romero,Scott Kosar,Ray Wright",Horror,Thriller,Horror,-0.4676236810994906,-0.3285718130113642
81,13.455,272,31007,False,en,welcome to the rileys,6.6,"Years after their teenage daughter’s death, Lois and Doug Riley, an upstanding Indiana couple, are frozen by estranging grief. Doug escapes to New Orleans on a business trip. Compelled by urgencies he doesn’t understand, he insinuates himself into the life of an underage hooker, becoming her platonic guardian.",,2010,10,Gold.,10.0,0.15,0.36,tt1183923,welcome to the rileys,Welcome to the Rileys,2010,110.0,Drama,7.0,22210,"Melissa Leo,Kristen Stewart,James Gandolfini,David Jensen",Jake Scott,"Michael Costigan,Giovanni Agnelli,Scott Bloom",,Ken Hixon,Drama,,Drama,-0.7158633537073785,-0.8098689097321791
83,14.279,1217,31867,False,en,repo men,6.3,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",R,2010,03,Uni.,32.0,13.94,18.2,tt1053424,repo men,Repo Men,2010,111.0,"Action,Crime,Sci-Fi",6.3,96144,"Forest Whitaker,Jude Law,Alice Braga,Liev Schreiber",Miguel Sapochnik,Scott Stuber,,"Eric Garcia,Garrett Lerner",Action,Crime,Action,-0.6369081788219316,-0.6395561829223244
84,28.948,5220,32657,False,en,percy jackson & the olympians: the lightning thief,6.2,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",PG,2010,02,Fox,95.0,88.77,223.05,tt0814255,percy jackson & the olympians: the lightning thief,Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"Adventure,Family,Fantasy",5.9,165108,"Logan Lerman,Steve Coogan,Brandon T. Jackson,Kevin McKidd",Chris Columbus,"Karen Rosenfelt,Michael Barnathan,Mark Radcliffe",,"Craig Titley,Rick Riordan",Adventure,Family,Adventure,0.269704353424919,0.28462810621338464
85,14.026,1170,32823,False,en,get him to the greek,5.9,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",R,2010,06,Uni.,40.0,61.15,91.46,tt1226229,get him to the greek,Get Him to the Greek,2010,109.0,"Adventure,Comedy,Music",6.4,161653,"Elisabeth Moss,Jonah Hill,Russell Brand,Rose Byrne",Nicholas Stoller,"Judd Apatow,David L. Bushell,Rodney Rothman",,Jason Segel,Adventure,Comedy,Adventure,-0.3126785761253035,-0.05649136546813723
86,15.224,2258,32856,False,en,valentine's day,5.9,"More than a dozen Angelenos navigate Valentine's Day from early morning until midnight. Three couples awake together, but each relationship will sputter. A grade-school boy wants flowers for his first true love. Two high school seniors plan first-time sex at noon. A TV sports reporter gets the assignment to find romance in LA. A star quarterback contemplates his future. Two strangers meet on a plane. Grandparents, together for years, face a crisis. An 'I Hate Valentine's Day' dinner beckons the lonely and the lied to.",PG-13,2010,02,WB (NL),52.0,110.49,217.57,tt0817230,valentine's day,Valentine's Day,2010,125.0,"Comedy,Romance",5.7,107171,"Anne Hathaway,Jessica Alba,Jamie Foxx,Julia Roberts",Garry Marshall,"Mike Karz,Wayne Allan Rice",,"Katherine Fugate,Abby Kohn,Marc Silverstein",Comedy,Romance,Comedy,0.24545130643095878,0.5528799137775648
